순번,분류,상호명,대표자명,소재지,특화거리,영업시간,휴무일,좌석수,홈페이지,업체소개,주차정보,화장실정보,해당여부,,,,,,,,,,,,,,좌표,,대표음식 해당여부,,,,,,,,,,,,,주변분류,판매 메뉴
,,,,,,,,,,,,,무슬림친화,채식여부,안심식당,모범업소,장애인시설,외국어가능,조식가능,예약가능,유아시설,1인식사,포장가능,배달가능,와이파이사용,상품권사용,경도,위도,과메기,대게,등푸른막회,회/물회,백숙,산채비빔밥,삼겹살,생선구이,아구찜,장어,조개구이,치킨,해신탕,,
1191,카페,별똥별,김주희,"경북 포항시 남구 대이로45번길 8, 1층 (대잠동)",,11:00~19:00,"매주 토,일요일",2석,,"마카롱 전문점으로 수제 마카롱을 만들고 있습니다 
좋은 재료와 매일 새롭게 리뉴얼되는 메뉴로 다양한 마카롱을 만나보실수 있습니다 
달콤한 맛과 함께 즐기는 커피는 또 환상의 맛이며 젊은 연인들이나 학생들이 많이 찾고 있습니다
저희 매장을 방문하시면 다양한 마카롱을 즐길수 있습니다.",1-2대,남녀구분,,,,,,,,,,y,y,,,y,129.3408416,36.0192048,,,,,,,,,,,,,,,"마카롱 1개당, "
1192,정육식당,복자갈비(이동점),이연희,"경북 포항시 남구 대이로111번길 12, 1층 (대잠동)",,16:00~22:00,명절,88석,,"국내산 갈비를, 그것도 신선한 생육을 저렴하게 드실 수 있는 가장 가성비 좋은 맛집. 
대왕갈비는 누구나 좋아해서 가족단위의 손님들께 인기가 많습니다. 가정에서 바로 구워 드실 수 있는 반제품 포장상품도 판매합니다. 
저희는 청결과 위생 그리고 손님들의 건강을 특히 중시해서 주방 식기 세척은 화학세제로 쓰지 않고 초음파 세척기를 사용. 고온 살균 소독을 하고 있습니다.",공영주차장(유료),남녀구분,,,y,,,,,y,,y,y,,y,y,129.3396042,36.02514923,,,,,,,,,,,,,,,"복자갈비, 대왕갈비, 생삼겹살, 한우차돌박이, 양념소갈비살, 대패삼겹살, 돼지껍데기, (식사류)김치찌개, 물냉면, 소면/라면, "
1193,한식,본가복죽,유경순,"경북 포항시 남구 대이로 149, 1층 107호 (이동)",이동음식일번지,09:00~20:30,연중무휴,12석,,"맛있는 죽을 만들기 위해 매일 새벽 포항 죽도시장에서 신선한 재료를 구입. 하루 분량을 조리해서 당일 판매합니다.
활전복이 들어가는 전복죽은 누구나 좋아하는 인기 메뉴입니다.",2대,남녀구분,,,y,,,,,y,,y,y,y,,y,129.3396858,36.02834311,,,,,,,,,,,,,,,"(전통죽)전복죽, 전복삼계죽, 가평잣죽, 팥죽, (영양죽)한우야채죽, (얼큰죽)김치낙지죽, (아기죽)활전복버섯죽, "
1194,기타,본도시락 포항대이점,정현수,"경북 포항시 남구 대이로111번길 5, 1층 (대잠동)",,10:00~19:00,"매주 일요일, 공휴일",4석,,"30여 가지의 메뉴를 갖춘 저희 매장은 손님들의 선호도와 만족도가 가장 높은 한식 위주의 도시락으로 구성됩니다.
한식 도시락은 단체모임, 회의 등에 주로 나갑니다.",주치빌딩. 84대,남녀구분,,,,,,,,y,,y,y,y,y,y,129.3403514,36.02496237,,,,,,,,,,,,,,,"(잘차린한상)바싹불고기제육한상, 쭈꾸미볶음꾸삼겹살한상, 곤드레밥곤소불고기한상, (잘차린한정식)세종대왕궁중한정식, (잘차린반상)부추제육볶음반상, "
1195,카페,봄봄구룡포점,이상명,"경북 포항시 남구 구룡포읍 호미로 225, 1층 101호",구룡포대게거리,10:00~21:00,연중무휴,7석,,"100% 아라비카 프리미엄 원두만을 사용하는 테이크아웃 커피 전문점.
커피향 잘 아시는 커피 매니아라면 저희 매장 앞을 그냥 지나치기 힘드실 겁니다.
커피 외에도 쿠피프라테, 폭탄초코, 자몽에이드, 바닐라라떼도 잘 나가는 저희 매장의 인기 메뉴입니다.",공영주차장(무료),사용불가,,,,,,,,,,,y,,y,,129.5550334,35.99038129,,,,,,,,,,,,,,,"아메리카노, 헤이즐넛아메리카노/복숭아아이스티/유자티/레몬티, 리터아메/카라멜마끼야또/카페라떼/카푸치노, 바닐라라떼/헤이즐넛라떼/폭탄에이드/라임에이드, 더치라떼/카페모카/민트크림초코/폭탄초코, 페퍼민트/캐모마일/피치홍차, "
1196,한식,봉화산설렁탕,최한일,"경북 포항시 남구 대이로159번길 15, 1층 (이동)",이동음식일번지,07:00~23:30,연중무휴,92석,,"순수한 소뼈를 전통방식으로 우려내 설렁탕 본연의 맛을 지켜냅니다. 설렁탕에 빠질 수 없는 김치는 국산 배추로 정성껏 담급니다.
저희는 기본에 충실하고 정직하게 만들 뿐이며 손님께서  알아 주셔서 감사할 따름입니다.",이동상인회 주차장,남녀구분,,,,,,,,y,,,y,y,y,y,129.3379735,36.02862285,,,,,,,,,,,,,,,"설렁탕, 특설렁탕, 우거지얼큰설렁탕, 뚝(배기)불(고기), 갈비탕, 도가니탕, 꼬리곰탕, 접시수육, 매운갈비찜, 꼬리찜, "
1197,분식,부산밀면,신병대,경북 포항시 남구 대이로143번길 8 (이동),이동음식일번지,10:00~21:00,동절기 12월~2월,52석,,"20년 경력의 노하우로 직접 만드는 육수는 깔끔하면서 깊은 맛을 자랑합니다. 직접 반죽하여 뽑은 생면을 쓰므로 식감이 쫄깃하고 맛있습니다
반찬은 밀면과 가장 맛있게 드실 수 있는 무김치로 단출하게 차려집니다.
20년 한결 같은 맛을 지켜 온 정성만큼 단골 손님이 많습니다. ",전용주차장. 20대,남녀구분,,,,,,,,y,,y,y,,,y,129.3393247,36.0277892,,,,,,,,,,,,,,,"밀면, 비빔면, 만두, "
1198,물회,부영식당,박응룡,경북 포항시 남구 구룡포읍 호미로 227-10,구룡포대게거리,11:00~23:00,둘째 주 일요일,24석,,"고동구이, 아구찜, 아구탕, 도루묵찌개가 주 메뉴이며 늘 식사하러 오시는 단골 손님들을 통해 입소문이 난 맛집입니다.
청결과 위생에 주안점을 두어 손님께서 안심하고 식사하시도록 노력하고 있습니다.",공영주차장(무료),남녀공용,,,,,,,,,,,y,,,y,129.5549794,35.99066516,,,,,,,,,y,,,,,,"도루묵찌개, 대구탕/아구탕, 아구찜, 아구수육/미주구리찌개, 성게알, 고동회/고동구이/생새우, 해삼무침, 과메기, "
1199,중식,부천성,조형제,"경북 포항시 남구 대이로143번길 22-20 (이동,1층, 2층)",이동음식일번지,11:00~21:00,연중무휴,140석,,"개업한 지 20년 된 명품 중화요리 전문점입니다. 기본 식사류인 짜장면, 짬뽕, 볶음밥부터 전가복 북경오리, 불도장 등 고급 요리까지 다양하게 준비되어 있습니다.
각종 회식, 상견례, 돌잔치, 환갑 등 모임 장소로 많이 제공되며 각 모임에 맞는 룸시설도 갖추고 있습니다.
언제든 편하게 이용하시기 바랍니다.",30대,남녀구분,,,,,,,,,,,y,y,y,y,129.3375499,36.02831072,,,,,,,,,,,,,,,"(면류)유니짜장면, 짬뽕(면or밥), 해불볶음우동, (밥류)볶음밥, (세트메뉴)특선세트, (쇠고기류)쇠고기고추잡채, 자연송이야채볶음, (돼지고기류)탕수육, (닭고기,오리류)깐풍기, "
1200,한식,북도곰탕,김준후,"경북 포항시 남구 대이로 13, 1층 (대잠동)",,10:00~21:00,"매주 토,일요일",30석,,"푹 우려낸 저희집 곰탕은 어떤 물감과 색소로도 뽑아낼수 없는 뽀얀국물이 자랑거리입니다 
여러가지 재료를 넣어 직접 삶은 고기는 부드럽고 단백합니다 
국밥집에 들어가면 나는 특유의 냄새 누린내가 접혀 없고 깔끔하고 위생적인 음식점입니다.",7대,남녀공용,,,,,,,,y,,,y,,y,y,129.3433321,36.01684688,,,,,,,,,,,,,,,"소머리곰탕, 소고기국밥, 두루치기, 소수육, 돼지편육, "
1201,카페,블랑도도,방주희,경북 포항시 북구 흥해읍 해안로1774번길 25,설머리물회오도리해안길,11:00~20:00,연중무휴,테이블 25개,,,대형주차장 완비,남녀구분,,,,,,,,,,,y,,,y,129.3986019,36.16336435,,,,,,,,,,,,,,,"아메리카노, 카페라떼, 아포가토, 플레인 수플레, 딸기 수플레, 도도 크로플, 생크림 크로플, 아이스크림, 케이크, "
1202,기타,블럭제빵소 포항이동점,최정호,"경북 포항시 남구 대이로45번길 10, 1층 (대잠동)",,08:00~빵 소진시까지,매주 일요일,5석,,"유기농 재료를 사용해 건강한 빵을 만듭니다
빵종류마다 인기가 있어 모든 연령대가 선호합니다
그날 만든 빵들은 대부분 다 소진되어 신선한 빵만을 고집하고 있습니다.",공영주차장,남녀공용,,,,,,,,,,y,y,,,y,129.3406215,36.01909134,,,,,,,,,,,,,,,"우유블럭, 초코블럭, 블루베리블럭, 단호박블럭, 먹물베이컨츠즈블록, 밤블럭, "
1203,기타,비타민고향촌과메기,배숙경,"경북 포항시 남구 대이로25번길 10, 1층 (대잠동)",,09:00~24:00,무휴,40석,,"과메기와 수산물 전문 유통 업체이며 여름에는 전문 식당업을 하고 있습니다 
전국 각지로 포장배달 가능하며 산지에서 직접 가져와 싱싱하고 맛이 있습니다 
배송시 과메기 포장이 깨끗하고 청결해 단골고객들이 믿고 이용하고 있습니다.",15대,남녀구분,,,,,,,,y,,,y,y,,,129.341749,36.01748437,y,,,,,,,,,,,,,,"과메기, 불족발, 파전, 삼계탕, 뚝배기 불고기, 육개장, "
1204,기타,빌라드웨이브,김총아,경북 포항시 북구 흥해읍 해안로 1777,설머리물회오도리해안길,11:00~19:30,연중무휴,테이블 13개,,오도에 단 한군데 존재하는 덮밥 최고 맛집,승용차3대 주차장 완비,남녀구분,,,y,,,,,y,,,y,,,,129.3969475,36.1616134,,,,,,,,,,,,,,,"간장새우덮밥, 게살 덮밥, 돌문어 덮밥, 차돌박이 덮밥, 큐브스테이크 덮밥, "
1205,한식,사랑방대구탕,정기화,"경북 포항시 남구 대이로46번길 7-8, 1층 (대잠동)",,09:00~21:00,매주 일요일,14석,,"저희집은 대구탕을 전문으로 하고 있습니다
생대구를 사용해서 맛이 싱싱하고 국물이 시원합니다
좋은 재료를 사용하고 조미료는 사용하지 않습니다
특히 맛이 자극적이지 않는 것이 우리집만의 장점이자 자랑거리입니다.",8대,남녀공용,,,y,,,,,y,,,y,,y,y,129.3422664,36.02039349,,,,,,,,,,,,,,,"생 대구탕, 생 대구지리, 제주 갈치찌개, 콩나물 해장국, "
1206,중식,산동성,장종구,경북 포항시 남구 대이로46번길 3-1 (대잠동),,11:00~20:30,매주 일요일,85석,,"저희집은 중화요리 전문점입니다
50년 넘게 주방장님이 직접 요리를 하시며 옛날맛을 느낄수 있는 곳입니다
면이 아주 쫄깃하며 아삭한 야채의 식감을 제대로 느낄수 있습니다
최선을 다해 노력하는 산동성반점입니다.","집앞1대, 시청공영주차장",남녀공용,,,y,,,,,y,,y,y,y,y,y,129.3418744,36.01982965,,,,,,,,,,,,,,,"짜장면, 짬뽕, 우동, 간짜장, 탕수육(소), 탕수육(중), 탕수육(대), 잡채밥, "
1207,일식,산적구락부 이동점,배영현,경북 포항시 남구 대이로143번길 18-3 (이동),이동음식일번지,18:00~03:00,매주 일요일,60석,,"수제꼬치구이, 생연어사시미를 전문으로 하는 일식전문점입니다. 
연어요리 외에도  다양한 탕, 구이류, 식사류가 준비돼 있으니 언제라도 오셔서 맛있게 드시고 가세요",2대,남녀구분,,,y,y,,,,y,,y,y,,y,y,129.3380426,36.02762564,,,,y,,,,y,,,,,,,"연어한마리, 생연어사시미大+탕선택, (연어요리)생연어사시미, 생연어사시미大+꼬치인기5종, (탕요리)산적하얀짬뽕, (튀김)진짜왕새우튀김, (일품)차돌박이숙주볶음, (구이)연어머리구이, (식사)해물듬쁙우동, "
1208,중식,상하이짬뽕,김윤명,경북 포항시 남구 희망대로 1181-1 (송도동),송도카페문화거리,16:00~02:00,연중무휴,테이블 11개,,"바닷가앞이라 전망이좋고 
자갈밭에 테이블로 분위기가좋음
각종메뉴들로먹거리가많으며
늦은시간까지영업합니다",공영주차장,남녀구분,,,,,,,,,,,,,y,y,129.3800585,36.03481204,,,,,,,,,,,,,,전망좋은맛집,"탕수육.양장피.깐풍기, 류산슬.라조육.팔보채, 짬뽕탕, 고추잡채, "
1209,기타,샤브향,석미순,경북 포항시 남구 대이로189번길 11-11 (이동),이동음식일번지,11:30~21:00,명절,29석,,다양한 야채와 소고기를 건강하게 조리하며 맛있게 즐길 수 있는 웰빙 음식점. 샤브 뿐 아니라 오리 훈제와 삼겹살을 구워 각종 야채와 드시는 곳. 모임을 위한 방이 따로 있어 회식하기 좋은 곳. 넓은 주차장이 완벽하게 갖추어진 곳.,전용주차장 200여평,남녀구분,,,y,y,,,,y,,,y,,y,y,129.3376747,36.03082774,,,,,,,,,,,,,,,"월남쌈한우샤브, 월남쌈스페셜샤브(한우+해물), 월남샴스페셜샤브A, 월남한우버섯샤브, 월남해초샤브, "
1210,양식,서가앤쿡포항이동점,김도영,경북 포항시 남구 대이로 75  (대잠동),,12:00~22:00,매주 월요일,44석,,"다양한 양식, 퓨전요리가 푸짐하게 차려지는 집
주문 즉시 소량으로 그때그때 조리합니다. 
식자내는 지역 농산물로 구입하여 주인이 직접 조리합니다. 
무엇보다 위생과 청결에 중점을 두어 운영하니 안심하고 드시기 바랍니다. 
메뉴 식사가 곤란한 유아를 위해 키즈리조또를 무료로 제공합니다.
주차장이 협소하니 주차시 세차장 안쪽 골목을 이용해 주세요.",4대,남녀구분,,,y,y,,,,y,,,y,,y,,129.3403264,36.02199966,,,,,,,,,,,,,,,"스테이크한상, 새우치즈퐁듀한상/함박한상, 폭립한상, 시카고피자한상, 피자한상, 파스타한상, 대창파히타한상, 불고기김치피자/고르곤졸라피자/크림고구마피자/페페로니피자, 대창파스타/크림오일파스타/빠네크림파스타/빠네로제파스타, 베이컨까르보나라/미트파스타/게살오이스터파스타, 새우필라프/목살필라프/김치필라프/치킨필라프, 베이컨크림리조또/게살오이스터리조또/해산물토마토리조또, "
1211,한식,석정쌈밥,진주,"경북 포항시 남구 대이로175번길 12-9, 1층 (이동)",이동음식일번지,12:00~20:00,매주 일요일,40석,,남녀노소 누구나 맛있게 드실 수 있는 퓨전 쌈밥입니다. 돼지쌈정식(제육볶음)과 소쌈밥(소고기볶음) 그리고 된장정식 단 세 가지 메뉴로 단출하지만 영양 만점의 식단으로 정성껏 준비합니다. 매장에서 반찬 판매도 같이 하니 많이 이용해 주세요.,5대,남녀구분,,,,,,,,y,,,y,,y,y,129.3373922,36.03054584,,,,,,,,,,,,,,,"돼지쌈정식, 소쌈정식, 된장정식, "
1212,분식,선경김밥,김선경,"경북 포항시 남구 대이로 4, 1층 105호 (대잠동)",,"월화목금 10:00~20:00, 수토 10:00~15:00",매주 일요일,25석,,"돈가스 고기는 싱싱한 생고기로만 고집해서 사용하고 있습니다 
모든 김밥류 소스는 조미료가 전혀 들어가지 않고 수제로 사용을 합니다 
깔끔하고 위생적이며 간단하게 한끼식사로는 안성맞춤 식당입니다.",공영주차장,남녀공용,,,,,,,,y,,,y,,,y,129.344328,36.01651296,,,,,,,,,,,,,,,"야채김밥, 땡초김밥, 치즈김밥, 스페셜떡볶이, 왕돈가스, "
1213,횟집,선연,최준호,"경북 포항시 남구 대이로45번길 5 (대잠동,(1층))",,10:00~21:00,매주 일요일,80석,,"정품활어만을 고집하며 각종 신선한 야채와 모든 양념 소스는 국내산으로 직접제조 숙성하여 사용합니다
 각 방마다 문이 있어 가족들끼리 편하게 식사를 즐길수 있습니다 
특히 고소한 물회와 따끈한 매운탕의 조화가 인기가 많습니다.","20대, 주변 공영주차장",남녀구분,,,,,,,,,,,y,,,y,129.3412028,36.01910891,,,,y,,,,,,,,,,,"참가자미(자연산) 4인, 모듬회 4인기준, 물회, 동태탕, "
1214,기타,섬목,황수정,"경북 포항시 북구 흥해읍 해안로1732번길 52, 별빛바다펜션 1층",설머리물회오도리해안길,12:00~18:00,월요일 매주,테이블 8개,,"도시락으로 좋은 유부초밥 맛집
흰색 바탕의 깔끔한 분위기
가격도 저렴한 가성비 맛집",공용주차장 완비,남녀공용,,,,,,,,,,,y,,y,y,129.399428,36.15427568,,,,,,,,,,,,,,전망좋은맛집,"1인밥상세트, 다양한 유부초밥, "
1215,일식,센츠쿠,김만철,"경북 포항시 남구 희망대로 1189, 1층 (송도동)",송도카페문화거리,11:30~21:00,매주월요일,테이블 12개,,"대표메뉴 돈가스 소바 짬뽕입니다
수제돈까스이며 짬뽕또한 인기메뉴이며
바다전망이 바로앞에 있어 데이트코스로 추천입니다
넓은주차장으로 주차 하기시편리하시며
 가게 인테리어도 예쁘게 꾸며져있습니다

",공영주차장,남녀구분,,,,,,,,y,,y,y,,y,y,129.3796437,36.03541547,,,,,,,,,,,,,,전망좋은맛집,"히레카스, 고구마카츠, 땡초카츠, 치즈카츠, 치즈고구마카츠,치즈땡초카츠,로제퐁당카츠,토마토퐁당카츠,크림퐁당카츠, 매운카츠, 상추겉절이카츠, 카레카츠, 샐러드카츠, 돈.메 셋트, 돈.동셋트, 돈비셋트,돈냉셋트, 메밀소바, 센우동, 카레우동, 센뽕.하얀짬뽕, 냉소바 비빔소바, "
1216,한식,소담,어남옥,"경북 포항시 남구 대이로95번길 8-3 (대잠동,(1층))",이동음식일번지,11:40~17:00,매주 일요일,40석,,제철 야채를 사용. 기본에 충실하고 정직하게 정성을 다해 손님을 대접합니다.  엄마 손맛이라 하시며 맛있게 드시는 단골 손님이 많습니다.,공영주차장(유료),남녀구분,,,,,,,,y,,,y,,,y,129.3396636,36.02387937,,,,,,,,,,,,,,,"제육정식, 추어탕/고디탕, 비빔밥, (예약)모둠생선찜, 가오리찜, LA갈비찜, 찜닭, "
